Gene ID	source_id	gene_source_id	Gene Name or Symbol	Hypnozoite, schizont and blood stage transcriptomes (laser microdissection) - Liver schizont - unique (Pcyn LCM hypno-schizo-blood RNA-Seq)	Hypnozoite, schizont and blood stage transcriptomes (laser microdissection) - Blood stage - unique (Pcyn LCM hypno-schizo-blood RNA-Seq)	Hypnozoite, schizont and blood stage transcriptomes (laser microdissection) - Hypnozoite - unique (Pcyn LCM hypno-schizo-blood RNA-Seq)	
PcyM_1320200	PcyM_1320200-t36_1	PcyM_1320200	N/A	136.64	61.82	2.83	
PcyM_1320300	PcyM_1320300-t36_1	PcyM_1320300	ISC3	39.68	85.51	2.86	
PcyM_1320400	PcyM_1320400-t36_1	PcyM_1320400	N/A	1936.04	1890.89	396.81	
PcyM_1320500	PcyM_1320500-t36_1	PcyM_1320500	N/A	137.83	89.4	335.91	
PcyM_1320700	PcyM_1320700-t36_1	PcyM_1320700	MAPK1	7.99	57.8	14.23	
PcyM_1320900	PcyM_1320900-t36_1	PcyM_1320900	N/A	11.66	11.76	39.67	
PcyM_1321000	PcyM_1321000-t36_1	PcyM_1321000	N/A	27.94	32.76	27.3	
PcyM_1321200	PcyM_1321200-t36_1	PcyM_1321200	N/A	1.2	3	3.47	
PcyM_1321300	PcyM_1321300-t36_1	PcyM_1321300	N/A	58.27	651.98	63.74	
PcyM_1321400	PcyM_1321400-t36_1	PcyM_1321400	N/A	205.3	133.44	0	
PcyM_1321500	PcyM_1321500-t36_1	PcyM_1321500	N/A	149.84	29.33	0	
PcyM_1321600	PcyM_1321600-t36_1	PcyM_1321600	N/A	11.22	1050.56	0	
PcyM_1321700	PcyM_1321700-t36_1	PcyM_1321700	N/A	911.71	129.39	59.54	
PcyM_1321800	PcyM_1321800-t36_1	PcyM_1321800	N/A	28.41	9.56	47.91	
PcyM_1321900	PcyM_1321900-t36_1	PcyM_1321900	N/A	13.1	35.03	500.33	
PcyM_1322000	PcyM_1322000-t36_1	PcyM_1322000	ATG5	16.54	3.19	5.57	
PcyM_1322100	PcyM_1322100-t36_1	PcyM_1322100	N/A	34.61	11.99	92.5	
PcyM_1322200	PcyM_1322200-t36_1	PcyM_1322200	N/A	7.84	17.77	0	
PcyM_1322300	PcyM_1322300-t36_1	PcyM_1322300	PTPA	112.86	33.26	2.94	
PcyM_1322400	PcyM_1322400-t36_1	PcyM_1322400	N/A	36.7	42.1	51.73	
PcyM_1322500	PcyM_1322500-t36_1	PcyM_1322500	N/A	30.46	26.76	4.33	
PcyM_1322600	PcyM_1322600-t36_1	PcyM_1322600	N/A	124.86	24.88	36.59	
PcyM_1322700	PcyM_1322700-t36_1	PcyM_1322700	N/A	85.65	155.94	57.4	
PcyM_1322800	PcyM_1322800-t36_1	PcyM_1322800	N/A	188.49	354.54	8.46	
PcyM_1322900	PcyM_1322900-t36_1	PcyM_1322900	N/A	54.94	46.31	20.49	
PcyM_1323000	PcyM_1323000-t36_1	PcyM_1323000	N/A	1.73	0.49	0.36	
PcyM_1323100	PcyM_1323100-t36_1	PcyM_1323100	N/A	14.36	527.54	14.47	
PcyM_1323300	PcyM_1323300-t36_1	PcyM_1323300	ApiAP2	32.48	16.53	12.42	
PcyM_1323400	PcyM_1323400-t36_1	PcyM_1323400	N/A	137.92	41.87	50.99	
PcyM_1323500	PcyM_1323500-t36_1	PcyM_1323500	N/A	3.37	4.9	0	
PcyM_1323600	PcyM_1323600-t36_1	PcyM_1323600	N/A	36.72	14.93	0.36	
PcyM_1323700	PcyM_1323700-t36_1	PcyM_1323700	N/A	136.73	42.93	0	
PcyM_1323900	PcyM_1323900-t36_1	PcyM_1323900	N/A	21.53	12.42	2.74	
PcyM_1324000	PcyM_1324000-t36_1	PcyM_1324000	N/A	154.76	134.15	86.31	
PcyM_1324200	PcyM_1324200-t36_1	PcyM_1324200	N/A	22.69	7.53	19.32	
PcyM_1324250	PcyM_1324250-t36_1	PcyM_1324250	N/A	4.81	7.24	17.06	
PcyM_1324300	PcyM_1324300-t36_1	PcyM_1324300	N/A	228.46	194.23	35.5	
PcyM_1324400	PcyM_1324400-t36_1	PcyM_1324400	N/A	28.09	8.32	142.05	
PcyM_1324700	PcyM_1324700-t36_1	PcyM_1324700	N/A	33.17	13.2	19.84	
PcyM_1324800	PcyM_1324800-t36_1	PcyM_1324800	N/A	228.85	50.27	12.98	
PcyM_1324900	PcyM_1324900-t36_1	PcyM_1324900	N/A	393.65	425.4	6.62	
PcyM_1325000	PcyM_1325000-t36_1	PcyM_1325000	RRP41	148.11	65.16	15.91	
PcyM_1325100	PcyM_1325100-t36_1	PcyM_1325100	N/A	827.43	222.01	276.14	
PcyM_1325200	PcyM_1325200-t36_1	PcyM_1325200	N/A	72.79	278.96	667.11	
PcyM_1325300	PcyM_1325300-t36_1	PcyM_1325300	MSH2-1	36.07	22.48	1.21	
PcyM_1325400	PcyM_1325400-t36_1	PcyM_1325400	N/A	37.76	62.9	2.7	
PcyM_1325600	PcyM_1325600-t36_1	PcyM_1325600	N/A	23.82	30.9	14.02	
PcyM_1325700	PcyM_1325700-t36_1	PcyM_1325700	Sel4	251.74	181.52	153.82	
PcyM_1325800	PcyM_1325800-t36_1	PcyM_1325800	N/A	61.36	38.9	210.12	
PcyM_1325900	PcyM_1325900-t36_1	PcyM_1325900	N/A	15.16	12	0.73	
PcyM_1326100	PcyM_1326100-t36_1	PcyM_1326100	N/A	880.68	1026.96	442.43	
PcyM_1326200	PcyM_1326200-t36_1	PcyM_1326200	N/A	20.87	19.63	11.31	
PcyM_1326400	PcyM_1326400-t36_1	PcyM_1326400	PEPC	33.17	17.8	0	
PcyM_1326500	PcyM_1326500-t36_1	PcyM_1326500	N/A	26.9	24.61	20.18	
PcyM_1326600	PcyM_1326600-t36_1	PcyM_1326600	ABCG2	20.66	106.69	44.77	
PcyM_1326700	PcyM_1326700-t36_1	PcyM_1326700	N/A	3.13	166.48	3.09	
PcyM_1326800	PcyM_1326800-t36_1	PcyM_1326800	N/A	82.16	110.09	8.8	
PcyM_1326900	PcyM_1326900-t36_1	PcyM_1326900	PRMT1	300.46	283.06	0	
PcyM_1327000	PcyM_1327000-t36_1	PcyM_1327000	N/A	31.47	90.02	2.52	
PcyM_1327100	PcyM_1327100-t36_1	PcyM_1327100	RPL21	246.49	93.43	11.52	
PcyM_1327200	PcyM_1327200-t36_1	PcyM_1327200	N/A	139.78	139.77	0	
PcyM_1327300	PcyM_1327300-t36_1	PcyM_1327300	N/A	66.79	53.06	24.82	
PcyM_1327400	PcyM_1327400-t36_1	PcyM_1327400	N/A	228.91	160.11	277.15	
PcyM_1327500	PcyM_1327500-t36_1	PcyM_1327500	N/A	1.03	1.12	2.3	
PcyM_1327700	PcyM_1327700-t36_1	PcyM_1327700	N/A	20.7	214.31	1700.94	
PcyM_1327800	PcyM_1327800-t36_1	PcyM_1327800	N/A	6.84	2.55	0	
PcyM_1327900	PcyM_1327900-t36_1	PcyM_1327900	N/A	63.45	19.11	3.14	
PcyM_1328100	PcyM_1328100-t36_1	PcyM_1328100	N/A	208.84	83.57	80.88	
PcyM_1328700	PcyM_1328700-t36_1	PcyM_1328700	N/A	1265.57	883.24	99.56	
PcyM_1329000	PcyM_1329000-t36_1	PcyM_1329000	N/A	1987.23	1088.61	1496	
PcyM_1329200	PcyM_1329200-t36_1	PcyM_1329200	N/A	40.41	22.5	90.15	
PcyM_1329300	PcyM_1329300-t36_1	PcyM_1329300	N/A	66.49	44.16	80.77	
PcyM_1329400	PcyM_1329400-t36_1	PcyM_1329400	N/A	22.81	112.35	17.05	
PcyM_1329700	PcyM_1329700-t36_1	PcyM_1329700	N/A	4.49	5.12	18.83	
PcyM_1330000	PcyM_1330000-t36_1	PcyM_1330000	N/A	4.08	20.59	1.32	
PcyM_1330200	PcyM_1330200-t36_1	PcyM_1330200	N/A	30.53	14.38	9.29	
PcyM_1330500	PcyM_1330500-t36_1	PcyM_1330500	N/A	117.57	78.06	40.06	
PcyM_1330600	PcyM_1330600-t36_1	PcyM_1330600	N/A	17.38	1.23	7.17	
PcyM_1330800	PcyM_1330800-t36_1	PcyM_1330800	N/A	85.55	54.99	354.3	
PcyM_1330900	PcyM_1330900-t36_1	PcyM_1330900	N/A	5.24	3.02	0	
PcyM_1331000	PcyM_1331000-t36_1	PcyM_1331000	ARP4a	70.59	26.98	0	
PcyM_1331100	PcyM_1331100-t36_1	PcyM_1331100	N/A	99.39	70.25	111.64	
PcyM_1331200	PcyM_1331200-t36_1	PcyM_1331200	N/A	22.79	11.21	6.47	
PcyM_1331300	PcyM_1331300-t36_1	PcyM_1331300	HRD1	69.34	115	50.13	
PcyM_1331400	PcyM_1331400-t36_1	PcyM_1331400	N/A	31.76	26.14	25.84	
PcyM_1331500	PcyM_1331500-t36_1	PcyM_1331500	N/A	31.99	11.89	212.17	
PcyM_1331600	PcyM_1331600-t36_1	PcyM_1331600	N/A	11.92	299.23	1.43	
PcyM_1331700	PcyM_1331700-t36_1	PcyM_1331700	N/A	253.39	264.11	27.96	
PcyM_1331800	PcyM_1331800-t36_1	PcyM_1331800	N/A	2009.93	851.49	722.06	
PcyM_1331900	PcyM_1331900-t36_1	PcyM_1331900	N/A	609.74	193.33	8.18	
PcyM_1332000	PcyM_1332000-t36_1	PcyM_1332000	N/A	40.6	38.07	11.55	
PcyM_1332100	PcyM_1332100-t36_1	PcyM_1332100	N/A	75.7	35.18	26.5	
PcyM_1332200	PcyM_1332200-t36_1	PcyM_1332200	TIM8	55.36	18	0	
PcyM_1332300	PcyM_1332300-t36_1	PcyM_1332300	N/A	57.45	37.9	18.35	
PcyM_1332400	PcyM_1332400-t36_1	PcyM_1332400	N/A	31.92	27.94	94.95	
PcyM_1332600	PcyM_1332600-t36_1	PcyM_1332600	N/A	4876.13	2635.52	6734.12	
PcyM_1332700	PcyM_1332700-t36_1	PcyM_1332700	N/A	102.04	39.23	148.32	
PcyM_1332900	PcyM_1332900-t36_1	PcyM_1332900	N/A	142.75	108.29	42.89	
PcyM_1333000	PcyM_1333000-t36_1	PcyM_1333000	N/A	78.94	42.61	2.25	
PcyM_1333100	PcyM_1333100-t36_1	PcyM_1333100	N/A	5.25	824.25	41.88	
PcyM_1333200	PcyM_1333200-t36_1	PcyM_1333200	P113	19.46	5.52	80.9	
PcyM_1333300	PcyM_1333300-t36_1	PcyM_1333300	N/A	220.18	49.53	73.54	
PcyM_1333500	PcyM_1333500-t36_1	PcyM_1333500	N/A	20.48	24.11	12.33	
PcyM_1333600	PcyM_1333600-t36_1	PcyM_1333600	GlyRS	110.45	54.05	153.53	
PcyM_1333800	PcyM_1333800-t36_1	PcyM_1333800	N/A	63.47	24.28	435.72	
PcyM_1333900	PcyM_1333900-t36_1	PcyM_1333900	N/A	25.32	6.09	0.37	
PcyM_1334100	PcyM_1334100-t36_1	PcyM_1334100	N/A	10.86	4.4	0.6	
PcyM_1334200	PcyM_1334200-t36_1	PcyM_1334200	N/A	37.34	84.96	0	
PcyM_1334300	PcyM_1334300-t36_1	PcyM_1334300	N/A	63.74	41.16	4.65	
PcyM_1334400	PcyM_1334400-t36_1	PcyM_1334400	N/A	266.86	409.16	256.43	
PcyM_1334500	PcyM_1334500-t36_1	PcyM_1334500	N/A	187.21	79.68	614.91	
PcyM_1334600	PcyM_1334600-t36_1	PcyM_1334600	N/A	608.92	68.65	239.45	
PcyM_1334700	PcyM_1334700-t36_1	PcyM_1334700	N/A	14.14	108.08	0	
PcyM_1334800	PcyM_1334800-t36_1	PcyM_1334800	N/A	41.14	25.28	31.23	
PcyM_1334900	PcyM_1334900-t36_1	PcyM_1334900	GST	192.93	332.25	0	
PcyM_1335000	PcyM_1335000-t36_1	PcyM_1335000	N/A	98.67	24.23	87.51	
PcyM_1335100	PcyM_1335100-t36_1	PcyM_1335100	N/A	22.31	19.18	5.92	
PcyM_1335300	PcyM_1335300-t36_1	PcyM_1335300	N/A	36.65	9.66	7.79	
PcyM_1335400	PcyM_1335400-t36_1	PcyM_1335400	N/A	22.25	22.27	106.86	
PcyM_1336000	PcyM_1336000-t36_1	PcyM_1336000	N/A	5.87	1.56	0	
PcyM_1336100	PcyM_1336100-t36_1	PcyM_1336100	N/A	532.72	111.6	433.31	
PcyM_1336200	PcyM_1336200-t36_1	PcyM_1336200	LISP1	191.26	0.12	115.96	
PcyM_1336300	PcyM_1336300-t36_1	PcyM_1336300	UFD1	136.55	63.46	3.48	
PcyM_1336400	PcyM_1336400-t36_1	PcyM_1336400	N/A	764.1	486.16	20.32	
PcyM_1336500	PcyM_1336500-t36_1	PcyM_1336500	MCM2	113.19	81.44	84	
PcyM_1336600	PcyM_1336600-t36_1	PcyM_1336600	N/A	266.38	141.13	72.92	
PcyM_1336700	PcyM_1336700-t36_1	PcyM_1336700	N/A	11.51	6.99	16.98	
PcyM_1336800	PcyM_1336800-t36_1	PcyM_1336800	CBF5	179.17	109.01	14.96	
PcyM_1336900	PcyM_1336900-t36_1	PcyM_1336900	EPAC	2.62	4.62	32.06	
PcyM_1337000	PcyM_1337000-t36_1	PcyM_1337000	ATG4	9.19	11.73	8.88	
PcyM_1337100	PcyM_1337100-t36_1	PcyM_1337100	N/A	27.32	16.5	9.93	
PcyM_1337200	PcyM_1337200-t36_1	PcyM_1337200	N/A	130.82	248.66	0	
PcyM_1337300	PcyM_1337300-t36_1	PcyM_1337300	IMC1l	3.04	8.89	1.13	
PcyM_1337400	PcyM_1337400-t36_1	PcyM_1337400	N/A	159.29	46.03	6.64	
PcyM_1337500	PcyM_1337500-t36_1	PcyM_1337500	N/A	96.42	115.01	144.46	
PcyM_1337600	PcyM_1337600-t36_1	PcyM_1337600	N/A	85.33	3179.08	0	
PcyM_1337700	PcyM_1337700-t36_1	PcyM_1337700	N/A	2.66	7.82	556.1	
PcyM_1337800	PcyM_1337800-t36_1	PcyM_1337800	GDH1	389.18	361.62	0	
PcyM_1338200	PcyM_1338200-t36_1	PcyM_1338200	N/A	46.54	163.8	121.2	
PcyM_1338300	PcyM_1338300-t36_1	PcyM_1338300	N/A	38.2	21.71	0	
PcyM_1338400	PcyM_1338400-t36_1	PcyM_1338400	MCA3	41.12	13.5	3.34	
PcyM_1338500	PcyM_1338500-t36_1	PcyM_1338500	N/A	19.02	34.55	5.59	
PcyM_1338600	PcyM_1338600-t36_1	PcyM_1338600	N/A	7.17	283.41	0	
PcyM_1338700	PcyM_1338700-t36_1	PcyM_1338700	N/A	130.36	125.02	0	
PcyM_1338800	PcyM_1338800-t36_1	PcyM_1338800	N/A	143.94	57.99	328.49	
PcyM_1338900	PcyM_1338900-t36_1	PcyM_1338900	N/A	38.24	18.2	182.02	
PcyM_1339000	PcyM_1339000-t36_1	PcyM_1339000	N/A	12.87	9.38	0	
PcyM_1339200	PcyM_1339200-t36_1	PcyM_1339200	N/A	34.5	18.73	88.18	
PcyM_1339300	PcyM_1339300-t36_1	PcyM_1339300	N/A	35.49	26.56	115.53	
PcyM_1339500	PcyM_1339500-t36_1	PcyM_1339500	N/A	102.29	4.3	0	
PcyM_1339600	PcyM_1339600-t36_1	PcyM_1339600	N/A	27.32	23.05	4.51	
PcyM_1339700	PcyM_1339700-t36_1	PcyM_1339700	N/A	12.21	8.43	6.05	
PcyM_1339800	PcyM_1339800-t36_1	PcyM_1339800	UDG	65.95	83.39	16.8	
PcyM_1339900	PcyM_1339900-t36_1	PcyM_1339900	N/A	25.25	13.72	5.36	
PcyM_1340000	PcyM_1340000-t36_1	PcyM_1340000	SNRPB	44.92	17.06	0	
PcyM_1340100	PcyM_1340100-t36_1	PcyM_1340100	N/A	49.77	18.58	116.4	
PcyM_1340300	PcyM_1340300-t36_1	PcyM_1340300	Pgt1	154.03	64.45	14.05	
PcyM_1340400	PcyM_1340400-t36_1	PcyM_1340400	ABCk2	18.03	7.44	5.91	
PcyM_1340500	PcyM_1340500-t36_1	PcyM_1340500	PP1	89.88	133.89	30.42	
PcyM_1340600	PcyM_1340600-t36_1	PcyM_1340600	N/A	508.35	331.8	1169.74	
PcyM_1340700	PcyM_1340700-t36_1	PcyM_1340700	N/A	58.42	151.85	21.36	
PcyM_1340900	PcyM_1340900-t36_1	PcyM_1340900	N/A	5.97	34.84	0	
PcyM_1341000	PcyM_1341000-t36_1	PcyM_1341000	RPN13	724.16	372.83	95.67	
PcyM_1341100	PcyM_1341100-t36_1	PcyM_1341100	N/A	156.46	73.69	109.15	
PcyM_1341200	PcyM_1341200-t36_1	PcyM_1341200	N/A	85.05	36.01	2.01	
PcyM_1341300	PcyM_1341300-t36_1	PcyM_1341300	N/A	52.41	23.72	16.8	
PcyM_1341400	PcyM_1341400-t36_1	PcyM_1341400	N/A	22.71	7.2	9.64	
PcyM_1341500	PcyM_1341500-t36_1	PcyM_1341500	SufC	23.46	8.16	0	
PcyM_1341600	PcyM_1341600-t36_1	PcyM_1341600	N/A	44.77	36.01	22.51	
PcyM_1341700	PcyM_1341700-t36_1	PcyM_1341700	N/A	280.55	397.89	24.88	
PcyM_1341800	PcyM_1341800-t36_1	PcyM_1341800	N/A	44.24	396.95	91.37	
PcyM_1341900	PcyM_1341900-t36_1	PcyM_1341900	N/A	0.3	15.23	29.56	
PcyM_1342100	PcyM_1342100-t36_1	PcyM_1342100	N/A	1.7	120.47	0.99	
PcyM_1342200	PcyM_1342200-t36_1	PcyM_1342200	N/A	273.63	144.15	1.43	
PcyM_1342300	PcyM_1342300-t36_1	PcyM_1342300	NMT	102.06	44.44	2.39	
PcyM_1342400	PcyM_1342400-t36_1	PcyM_1342400	N/A	21.21	10.25	4.36	
PcyM_1342500	PcyM_1342500-t36_1	PcyM_1342500	N/A	20.17	16.56	0	
PcyM_1342600	PcyM_1342600-t36_1	PcyM_1342600	N/A	93.46	221.73	193.29	
PcyM_1342800	PcyM_1342800-t36_1	PcyM_1342800	N/A	8.27	3.37	25.91	
PcyM_1343100	PcyM_1343100-t36_1	PcyM_1343100	NTF2	624.38	645.28	38.57	
PcyM_1343200	PcyM_1343200-t36_1	PcyM_1343200	N/A	8.74	31.01	1.22	
PcyM_1343300	PcyM_1343300-t36_1	PcyM_1343300	N/A	47.13	21.12	13.3	
PcyM_1343400	PcyM_1343400-t36_1	PcyM_1343400	N/A	21.41	7.76	0	
PcyM_1343500	PcyM_1343500-t36_1	PcyM_1343500	N/A	32.59	35.27	0	
PcyM_1343600	PcyM_1343600-t36_1	PcyM_1343600	N/A	90.41	57.72	0.97	
PcyM_1343700	PcyM_1343700-t36_1	PcyM_1343700	N/A	36.92	17	0	
PcyM_1343800	PcyM_1343800-t36_1	PcyM_1343800	N/A	10.21	12.4	39.92	
PcyM_1343900	PcyM_1343900-t36_1	PcyM_1343900	N/A	21.83	22.67	1.43	
PcyM_1344000	PcyM_1344000-t36_1	PcyM_1344000	PREX	41.71	7.1	5.67	
PcyM_1344100	PcyM_1344100-t36_1	PcyM_1344100	N/A	81.1	34.49	0.86	
PcyM_1344200	PcyM_1344200-t36_1	PcyM_1344200	ROM8	58.07	45.05	115.04	
PcyM_1344300	PcyM_1344300-t36_1	PcyM_1344300	N/A	132.79	59.12	0	
PcyM_1344500	PcyM_1344500-t36_1	PcyM_1344500	N/A	61.16	11.52	83.12	
PcyM_1344600	PcyM_1344600-t36_1	PcyM_1344600	N/A	60.63	56.21	14.77	
PcyM_1344700	PcyM_1344700-t36_1	PcyM_1344700	N/A	55.38	229.18	0	
PcyM_1344800	PcyM_1344800-t36_1	PcyM_1344800	N/A	84.75	26.11	268.56	
PcyM_1344850	PcyM_1344850-t36_1	PcyM_1344850	N/A	0	0	0	
PcyM_1344900	PcyM_1344900-t36_1	PcyM_1344900	N/A	279.21	228.12	0.95	
PcyM_1345000	PcyM_1345000-t36_1	PcyM_1345000	N/A	304.03	180.06	0	
PcyM_1345100	PcyM_1345100-t36_1	PcyM_1345100	RAP1	1.2	6.88	0	
PcyM_1345500	PcyM_1345500-t36_1	PcyM_1345500	N/A	28.18	11.02	46.35	
PcyM_1345600	PcyM_1345600-t36_1	PcyM_1345600	N/A	76.16	76.32	48.28	
PcyM_1345900	PcyM_1345900-t36_1	PcyM_1345900	N/A	117.23	152.45	0	
PcyM_1346000	PcyM_1346000-t36_1	PcyM_1346000	EMC2	45	27.2	0	
PcyM_1346100	PcyM_1346100-t36_1	PcyM_1346100	CDS	122.83	44.45	287.37	
PcyM_1346300	PcyM_1346300-t36_1	PcyM_1346300	CELF2	237.18	148.18	0	
PcyM_1346400	PcyM_1346400-t36_1	PcyM_1346400	N/A	17.48	21.02	11.16	
PcyM_1346500	PcyM_1346500-t36_1	PcyM_1346500	N/A	50.61	96.19	0.79	
PcyM_1346700	PcyM_1346700-t36_1	PcyM_1346700	N/A	70.12	37.52	0	
PcyM_1346800	PcyM_1346800-t36_1	PcyM_1346800	N/A	64.12	22.12	30.51	
PcyM_1346900	PcyM_1346900-t36_1	PcyM_1346900	N/A	194.38	291.86	33.61	
PcyM_1347000	PcyM_1347000-t36_1	PcyM_1347000	DDI1	178	156.72	503.12	
PcyM_1347100	PcyM_1347100-t36_1	PcyM_1347100	N/A	1015.89	792.22	96.84	
PcyM_1347200	PcyM_1347200-t36_1	PcyM_1347200	N/A	34.29	10.95	89.55	
PcyM_1347300	PcyM_1347300-t36_1	PcyM_1347300	N/A	39.36	14.67	6.01	
PcyM_1347400	PcyM_1347400-t36_1	PcyM_1347400	N/A	82.58	28.74	0	
PcyM_1347500	PcyM_1347500-t36_1	PcyM_1347500	N/A	0.92	55.18	0	
PcyM_1347600	PcyM_1347600-t36_1	PcyM_1347600	N/A	30.46	9.53	39.58	
PcyM_1347700	PcyM_1347700-t36_1	PcyM_1347700	N/A	2996.19	3185.91	2440.74	
PcyM_1347800	PcyM_1347800-t36_1	PcyM_1347800	N/A	235.21	436.27	557.41	
PcyM_1347900	PcyM_1347900-t36_1	PcyM_1347900	N/A	17.05	33.05	8.31	
PcyM_1348000	PcyM_1348000-t36_1	PcyM_1348000	N/A	6.81	26.8	0	
PcyM_1348100	PcyM_1348100-t36_1	PcyM_1348100	AP2-G2	16.51	20.52	103.97	
PcyM_1348200	PcyM_1348200-t36_1	PcyM_1348200	PM4	170.82	595.28	0	
PcyM_1348300	PcyM_1348300-t36_1	PcyM_1348300	N/A	0	1.89	0	
PcyM_1348400	PcyM_1348400-t36_1	PcyM_1348400	N/A	19.39	69.92	58.58	
PcyM_1348500	PcyM_1348500-t36_1	PcyM_1348500	N/A	123.74	547.51	24.74	
PcyM_1348600	PcyM_1348600-t36_1	PcyM_1348600	N/A	127.06	167.14	76.33	
PcyM_1348700	PcyM_1348700-t36_1	PcyM_1348700	PRP38B	72.67	54.74	15.26	
PcyM_1348800	PcyM_1348800-t36_1	PcyM_1348800	N/A	23.87	106.65	4.86	
PcyM_1348900	PcyM_1348900-t36_1	PcyM_1348900	N/A	61.3	26.01	24.12	
PcyM_1349000	PcyM_1349000-t36_1	PcyM_1349000	CCp3	5.81	108.56	1.5	
PcyM_1349100	PcyM_1349100-t36_1	PcyM_1349100	N/A	185.85	109.92	0	
PcyM_1349200	PcyM_1349200-t36_1	PcyM_1349200	GAPM3	184.41	761.02	0	
PcyM_1349300	PcyM_1349300-t36_1	PcyM_1349300	VPS29	244.28	136.69	0	
PcyM_1349400	PcyM_1349400-t36_1	PcyM_1349400	ClpC	39.18	11.61	14.93	
PcyM_1349500	PcyM_1349500-t36_1	PcyM_1349500	N/A	23.95	53.94	11.95	
PcyM_1349600	PcyM_1349600-t36_1	PcyM_1349600	PPR	46.43	20.43	1.53	
PcyM_1349700	PcyM_1349700-t36_1	PcyM_1349700	GDPD	55.58	46.99	292.8	
PcyM_1349800	PcyM_1349800-t36_1	PcyM_1349800	N/A	61.08	32.53	325.22	
PcyM_1349900	PcyM_1349900-t36_1	PcyM_1349900	N/A	14.7	26.92	41.79	
PcyM_1349950	PcyM_1349950-t36_1	PcyM_1349950	N/A	240.82	385.67	349.69	
PcyM_1350000	PcyM_1350000-t36_1	PcyM_1350000	N/A	15.98	15.61	10.67	
PcyM_1350100	PcyM_1350100-t36_1	PcyM_1350100	N/A	62.37	50.06	99.13	
PcyM_1350200	PcyM_1350200-t36_1	PcyM_1350200	BOP1	37.4	24.35	36.06	
PcyM_1350300	PcyM_1350300-t36_1	PcyM_1350300	N/A	15.23	12.33	2.49	
PcyM_1350400	PcyM_1350400-t36_1	PcyM_1350400	RNR	391.26	706.33	152.09	
PcyM_1350500	PcyM_1350500-t36_1	PcyM_1350500	CBWD1	34.46	20.15	2.11	
PcyM_1350600	PcyM_1350600-t36_1	PcyM_1350600	N/A	31.4	14.73	5.54	
PcyM_1350700	PcyM_1350700-t36_1	PcyM_1350700	N/A	52.19	22.42	7.23	
PcyM_1350800	PcyM_1350800-t36_1	PcyM_1350800	BET5	79.68	23.19	87.88	
PcyM_1350900	PcyM_1350900-t36_1	PcyM_1350900	N/A	89.31	46.28	87.53	
PcyM_1351000	PcyM_1351000-t36_1	PcyM_1351000	N/A	47.58	17.56	28.47	
PcyM_1351100	PcyM_1351100-t36_1	PcyM_1351100	N/A	75.63	95.7	1.4	
PcyM_1351200	PcyM_1351200-t36_1	PcyM_1351200	N/A	39.72	94.55	52.53	
PcyM_1351400	PcyM_1351400-t36_1	PcyM_1351400	N/A	204.38	29.18	0	
PcyM_1351500	PcyM_1351500-t36_1	PcyM_1351500	ACalpha	12.73	27	72.56	
PcyM_1351600	PcyM_1351600-t36_1	PcyM_1351600	RRP5	122.76	97.54	232.53	
PcyM_1351700	PcyM_1351700-t36_1	PcyM_1351700	N/A	217.29	91.73	10.91	
PcyM_1351800	PcyM_1351800-t36_1	PcyM_1351800	SOAP	23.46	46.8	0	
PcyM_1351900	PcyM_1351900-t36_1	PcyM_1351900	N/A	30.82	1369.58	0	
PcyM_1352000	PcyM_1352000-t36_1	PcyM_1352000	N/A	1023.11	976.41	0	
PcyM_1352100	PcyM_1352100-t36_1	PcyM_1352100	RPB4	112.41	10.64	0	
PcyM_1352200	PcyM_1352200-t36_1	PcyM_1352200	CPPED1	359.89	374.24	0	
PcyM_1352300	PcyM_1352300-t36_1	PcyM_1352300	MISFIT	1.21	14.27	0	
PcyM_1352400	PcyM_1352400-t36_1	PcyM_1352400	TRAM	61.53	148.2	1.23	
PcyM_1352500	PcyM_1352500-t36_1	PcyM_1352500	Sel1	111.4	829.69	0	
PcyM_1352600	PcyM_1352600-t36_1	PcyM_1352600	N/A	58.09	667.91	1.63	
PcyM_1352700	PcyM_1352700-t36_1	PcyM_1352700	N/A	43.36	88.16	0	
PcyM_1352800	PcyM_1352800-t36_1	PcyM_1352800	N/A	3.23	88.69	26.75	
PcyM_1352900	PcyM_1352900-t36_1	PcyM_1352900	N/A	5.82	250.15	2.88	
PcyM_1353000	PcyM_1353000-t36_1	PcyM_1353000	N/A	13.49	12.11	32.53	
PcyM_1353100	PcyM_1353100-t36_1	PcyM_1353100	N/A	2	140.85	1.01	
PcyM_1353200	PcyM_1353200-t36_1	PcyM_1353200	N/A	19.08	6.09	0.53	
PcyM_1353300	PcyM_1353300-t36_1	PcyM_1353300	N/A	35.49	13.59	22.86	
PcyM_1353400	PcyM_1353400-t36_1	PcyM_1353400	SR140	74.59	79.76	16.32	
PcyM_1353600	PcyM_1353600-t36_1	PcyM_1353600	N/A	1973.41	2367.48	844.66	
PcyM_1353700	PcyM_1353700-t36_1	PcyM_1353700	N/A	75.17	49.37	2.39	
PcyM_1353800	PcyM_1353800-t36_1	PcyM_1353800	RPN6	108.28	91.17	197.39	
PcyM_1353900	PcyM_1353900-t36_1	PcyM_1353900	N/A	822.93	421.48	2.35	
PcyM_1354000	PcyM_1354000-t36_1	PcyM_1354000	N/A	73.02	38.55	4.02	
