Gene ID	source_id	smru1 - smru1 6 hours - unique (intraerythrocytic cycle)	smru1 - smru1 18 hours - unique (intraerythrocytic cycle)	smru1 - smru1 24 hours - unique (intraerythrocytic cycle)	smru1 - smru1 30 hours - unique (intraerythrocytic cycle)	smru1 - smru1 36 hours - unique (intraerythrocytic cycle)	smru1 - smru1 48 hours - unique (intraerythrocytic cycle)	smru1 - smru1 42 hours - unique (intraerythrocytic cycle)	smru2 - smru2 6 hours - unique (intraerythrocytic cycle)	smru2 - smru2 12 hours - unique (intraerythrocytic cycle)	smru2 - smru2 18 hours - unique (intraerythrocytic cycle)	smru2 - smru2 24 hours - unique (intraerythrocytic cycle)	smru2 - smru2 30 hours - unique (intraerythrocytic cycle)	smru2 - smru2 36 hours - unique (intraerythrocytic cycle)	smru2 - smru2 42 hours - unique (intraerythrocytic cycle)	smru2 - smru2 48 hours - unique (intraerythrocytic cycle)	
PVP01_0011010	PVP01_0011010.1	0.66	0	0.58	0	0	0	0	0.42	0	0	0.92	1.38	0	0	0.91	
PVP01_0613600	PVP01_0613600.1	77.59	86.11	81.95	65.87	68.8	49.39	72.71	75.86	84.41	79.15	79.71	68.17	77.85	76.06	53.93	
PVP01_0614900	PVP01_0614900.1	8.81	79.01	73.55	101.58	66.02	28.57	26.22	28.99	47.8	78.47	93.32	75.27	41.02	24.85	25.17	
PVP01_0615600	PVP01_0615600.1	146.83	217.78	211.29	221.07	113.43	55.28	55.71	201.24	209.69	233.16	245.23	185.04	92.89	56.03	57.36	
PVP01_0005100	PVP01_0005100.1	0.69	0	0	0	0	0.54	0	0	0	0	0	0	0	0	0	
PVP01_0005120	PVP01_0005120.1	0	0	0	0	0	0	0	0.38	0	0.58	0.42	0	0	0	0.82	
PVP01_0005190	PVP01_0005190.1	1.84	1.45	2.41	0	0	0	0	2.87	2.22	1.78	3.18	1.27	1.59	0.98	1.88	
PVP01_0008810	PVP01_0008810.1	0	0	0	0	0	0	0	3.46	0.64	0.77	0.55	0	0	0	2.17	
PVP01_0008820	PVP01_0008820.1	8.08	8.78	7.38	1.84	1.53	2.11	0	3.16	5.42	9.15	3.04	0.93	1.16	1.07	2.53	
PVP01_0617900	PVP01_0617900.1	113.39	149.8	181.58	62.17	32.53	71.07	51.24	95.23	134.17	162.84	122.69	51.39	35.41	52.09	73.99	
PVP01_0009800	PVP01_0009800.1	6.23	4.1	3.95	0.38	0.63	1.36	1.03	6.71	6.97	10.09	7.45	2.16	2.99	2.95	3.56	
PVP01_0009810	PVP01_0009810.1	9.03	6.52	3.27	1.71	1.25	1.54	0.97	16.95	16.13	12.4	5.86	3.68	2.04	3.13	4.3	
PVP01_0618600	PVP01_0618600.1	123.16	101.36	107.57	82.24	47.79	29.59	31.87	112.08	105.79	98.73	89.86	63.56	47.35	25.17	38.03	
PVP01_0010630	PVP01_0010630.1	1.52	1.2	2.23	0.55	0	0	0	0.32	0.82	1.97	1.06	0.71	0	1.08	0.35	
PVP01_0618700	PVP01_0618700.1	83.17	97.22	100.25	102.85	87.79	43.45	49.4	85.82	82.86	92.04	108.04	103.73	73.75	47.07	61.36	
PVP01_0009730	PVP01_0009730.1	0.38	0.3	0	0.42	0	0	0	0	0	0.37	0	0	0	0.41	0	
PVP01_0619200	PVP01_0619200.1	66.03	95.85	80.01	107.46	118.26	90.52	60.76	84.86	85.08	74.62	100.02	123.4	82.97	75.33	62.47	
PVP01_0619800	PVP01_0619800.1	41.61	29.15	34.83	78.45	138.87	103.24	74.13	61.52	18.28	43.16	64.34	157.63	120.91	102.59	117.2	
PVP01_0009480	PVP01_0009480.1	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0619900	PVP01_0619900.1	8.62	85.33	67.11	32.64	20.8	25.47	22.13	21.56	64.08	68.41	46.8	25.34	21.02	24.26	35.05	
PVP01_0620100	PVP01_0620100.1	35.85	48.22	39.42	10.73	8.97	16.58	11.19	27.4	40.74	39.59	19.67	9.24	14.11	15.53	20.29	
PVP01_0620200	PVP01_0620200.1	1.37	1.08	3.21	2	4.17	13.29	6.81	10.59	4.79	2.67	5.08	6.04	14.62	8.76	12.22	
PVP01_0009520	PVP01_0009520.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0620700	PVP01_0620700.1	0.98	3.1	7.31	2.68	42.96	84.01	186.96	2.15	18.18	4.29	3.07	36.8	111.9	213.95	116.57	
PVP01_0009000	PVP01_0009000.1	0.38	0.3	0.33	0	0.35	0.6	0	0.24	0	0	0.53	0	0	0.41	0.26	
PVP01_0009020	PVP01_0009020.1	0	0	0	0	0	0	0	0	0.31	0.37	0	0	0	0	0	
PVP01_0621400	PVP01_0621400.1	4.63	24.92	40.68	23.04	9.18	6.71	8.31	6.18	16.28	32.25	30.6	11.32	5.85	5.87	9.45	
PVP01_0007620	PVP01_0007620.1	6.03	5.16	1.32	1.64	1.37	0.79	1	2.51	2.02	2.44	1.39	0	0.43	1.6	1.38	
PVP01_0622100	PVP01_0622100.1	368.91	425.4	424.3	156.88	46.61	41.39	36.45	364.61	429.52	468.35	303.77	83.18	57.94	64.54	94.03	
PVP01_0007630	PVP01_0007630.1	0	0	0	0	0	0	0	4.41	3.93	0	2.26	0	1.41	0.58	1.11	
PVP01_0007690	PVP01_0007690.1	0.61	0	0	0	0	0.48	0	0.38	0.49	0	0.42	0	0	0.65	0.42	
PVP01_0010820	PVP01_0010820.1	5.77	0	1.69	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0623000	PVP01_0623000.1	72.91	39.09	23.35	7.61	6.36	435.19	346.64	24.59	160.82	72.65	23.33	15.41	249.74	646.64	479.67	
PVP01_0623100	PVP01_0623100.1	405.8	1965.56	2730.31	3069.41	811.91	77.52	210.07	847.97	2067.95	2924.91	3724	1947.17	702.77	252.73	298.63	
PVP01_0009110	PVP01_0009110.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0623600	PVP01_0623600.1	2.35	1.24	0.34	0	1.07	45.24	35.77	1.47	29.66	5.33	1.36	1.36	19.97	54.18	44.27	
PVP01_0624100	PVP01_0624100.1	27.14	25.28	15.86	3.53	3.83	11.92	4.17	35.97	35.9	38.27	20.86	6.51	11.72	19.58	25.88	
PVP01_0624400	PVP01_0624400.1	18.98	24.5	19.7	4.23	3.53	6.69	3.84	18.9	23.08	31.22	9.41	5.92	5.35	7.42	11.67	
PVP01_0008290	PVP01_0008290.1	0.87	0	0	0	0	0	0	1.09	0	0	0	0	0	0	0.6	
PVP01_1200100	PVP01_1200100.1	0	0	0	0	0	0	0	0	8.18	13.15	0	0	0	0	0	
PVP01_0008330	PVP01_0008330.1	0	0.87	1.45	0	0	0	0	11.04	12.88	12.32	6.51	2.3	2.38	2.93	1.89	
PVP01_0008340	PVP01_0008340.1	0	0	0	0	0	0	0	1.24	1.99	0.48	0.69	0.34	0	0	0.34	
PVP01_1201400	PVP01_1201400.1	28.12	8	4.93	5.52	43.09	3704.84	2241.15	53.82	1296.58	621.5	149.92	59.37	1616.3	4460.16	3510.55	
PVP01_1201600	PVP01_1201600.1	3105.95	2304.24	1859.17	2289.58	1509.31	850.15	773.02	2589.12	2203.38	2309.67	2172.32	1861.75	1134.14	853.2	939.62	
PVP01_0005790	PVP01_0005790.1	0.72	0	0.63	0.79	1.32	0.85	0.72	0.23	0.87	1.76	3.01	1	0.31	1.54	2.23	
PVP01_1202100	PVP01_1202100.1	50.19	66.41	75.15	57.74	22.32	17.04	12.83	47.25	60.6	71.87	69.13	38.66	22.22	19.5	28.26	
PVP01_0005820	PVP01_0005820.1	57.35	38.79	19.7	7.1	5.39	9.75	4.11	53.62	42.85	47.08	27.09	11.09	12.77	10.06	17.41	
PVP01_1202800	PVP01_1202800.1	18.4	26.7	29.79	15.55	9.9	16.9	12.36	19.24	29.25	27.4	24.37	13.96	12.06	19.27	28.81	
PVP01_1204100	PVP01_1204100.1	18.53	38.74	46.59	16.63	6.76	11.32	7.36	29.11	37.81	51.6	30.59	9.15	7.47	7.01	14.1	
PVP01_0005500	PVP01_0005500.1	0.56	0	0.49	0	0	0	0	0.35	0.91	1.64	2.35	0.39	0.49	0	0	
PVP01_0005510	PVP01_0005510.1	3.23	0.85	0	0.59	0	1.27	0	0.67	0	0	0	0	0	0	0	
PVP01_0005530	PVP01_0005530.1	1.42	1.12	0.62	0.77	0.97	0.28	0.35	2.66	0.57	0.34	0	0.25	0.31	0.75	0.49	
PVP01_1205100	PVP01_1205100.1	22.2	30.16	49.28	64.37	67.7	37.6	49.57	50.34	27.93	37.73	61.65	64.56	53.34	22.87	31.83	
PVP01_0005540	PVP01_0005540.1	2.27	0.9	0	0	0	0	0	7.82	11.89	7.72	7.89	0.79	1.96	8.46	5.45	
PVP01_0005570	PVP01_0005570.1	11.06	9.19	7.21	1.55	0.78	1.78	0.56	11.53	14.38	15.97	8.86	4.73	4.41	3.92	10.48	
PVP01_1205700	PVP01_1205700.1	195.01	276.8	208.1	116.84	45.41	348.01	312.07	219.56	397.59	250.61	190.1	81.83	199.99	459.79	415.31	
PVP01_0005590	PVP01_0005590.1	0	0	0	0	0	0	0	3.56	4.07	0.61	0.44	0	1.64	0	0.43	
PVP01_1206300	PVP01_1206300.1	58.69	88.95	117.39	135.54	66.36	19.81	30.32	84.35	88.27	109.28	137.39	122.62	64.94	25.79	25.9	
PVP01_1206700	PVP01_1206700.1	16.55	10.7	17.15	59.95	109.1	66.77	55.99	33.41	9.69	12.42	29.77	88.83	64.99	41.61	50.48	
PVP01_1207200	PVP01_1207200.1	175.98	90.49	74.22	56.5	100.52	505.96	253.17	75.04	93.66	89.29	87.08	85.85	164.11	281.06	481.95	
PVP01_1207500	PVP01_1207500.1	14.42	36.6	64.57	253.54	121.16	22.06	47.45	47.01	26.9	44.97	176.54	275.19	120.66	33.1	19.75	
PVP01_0010480	PVP01_0010480.1	3.39	8.03	1.48	1.85	0	2.66	0	19.06	23.17	9.86	10.58	3.53	2.92	9	4.64	
PVP01_1207600	PVP01_1207600.1	1072.93	793.21	604.06	372.65	109.96	79.39	58.41	811.05	785.53	698.94	513.47	270.65	142.72	114.84	180.11	
PVP01_1207700	PVP01_1207700.1	9.9	35.11	66.76	55.68	40.51	37.07	37.02	13.81	14.51	40.17	59.2	45.3	32.89	27.53	30.24	
PVP01_0010800	PVP01_0010800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_1207800	PVP01_1207800.1	8.37	21.69	26.1	24.37	27.99	34.7	20.3	14.84	16.85	26.65	30.03	25.52	21.29	26.71	28.98	
PVP01_1208100	PVP01_1208100.1	94.59	24.92	21.39	25.4	77.02	258.82	167.23	37.33	39.59	30.62	32.31	56.31	104.73	180.83	228.98	
PVP01_1208300	PVP01_1208300.1	61.43	86.35	83.85	60.07	24.59	17.46	17.65	49.03	74.09	89.08	71.98	38.99	17.77	15.08	23.98	
PVP01_1209400	PVP01_1209400.1	22.12	25.85	52.66	73.37	56.04	78.98	53.76	28.74	27.37	39.23	70.93	67.84	56.59	52.74	72.88	
PVP01_1209500	PVP01_1209500.1	58.37	98.43	162.08	169.91	195.21	103.91	158.32	109.54	111.25	183.28	214.77	266.21	166.4	84.84	106.58	
PVP01_0009200	PVP01_0009200.1	3.3	4.57	5.07	0.9	0.75	1.95	0.82	3.62	4.65	3.21	3.44	0.57	2.14	0.88	0.57	
PVP01_1210700	PVP01_1210700.1	60.92	24.79	22.04	26.77	70.59	43.42	68.03	46.03	30.27	25.38	36.01	49.71	73.81	53.45	48.73	
PVP01_1210900	PVP01_1210900.1	46.45	50.41	47.64	40.97	29.44	12.78	18.75	49.41	40.37	45.62	49.92	43.93	29.02	18.7	21.56	
PVP01_0010600	PVP01_0010600.1	13.66	10.8	7.99	0	0	1.79	0	5.7	3.67	6.63	1.58	1.58	0	0	0	
PVP01_1211500	PVP01_1211500.1	32	71.69	121.21	178.78	137.98	64.99	75.91	54.6	55.2	112.53	178.91	178.98	104.36	60.21	74.16	
PVP01_0009990	PVP01_0009990.1	1.56	0.82	0.91	0.57	0	0.41	0	4.22	2.93	4.03	1.8	0.72	0.45	2.21	1.07	
PVP01_0010830	PVP01_0010830.1	0	0	0	0	0	0	0	0.47	0	0	0	0	0	0	0	
PVP01_1212600	PVP01_1212600.1	21.94	39.02	34.33	10.12	15.01	9.21	9.95	30.41	44.78	36.92	26.92	17.08	13.56	10.86	15.28	
PVP01_1213400	PVP01_1213400.1	1162.46	1098.21	828.24	771.53	471.38	193.76	217.12	1214.33	1092.69	956.59	790.12	689.75	412.24	242.28	284.82	
PVP01_0003740	PVP01_0003740.1	0	0	0	0	0	0	0	1.34	3.44	0	0.74	0.37	0.46	0	1.83	
PVP01_0003750	PVP01_0003750.1	2.34	0.62	0	0.43	0.36	0.92	0	5.61	5.34	3.41	3.79	1.9	0	0.83	1.87	
PVP01_0003800	PVP01_0003800.1	1.46	0	0.43	0	0	0	0.48	2.12	3.12	3.3	1.35	2.36	1.68	0.52	1.99	
PVP01_1215100	PVP01_1215100.1	5.74	5.01	7.77	31.64	83.25	25.37	42.74	33.87	7.29	5.47	14.67	67.94	62.25	30.4	23.01	
PVP01_0003860	PVP01_0003860.1	0	0	0	0	0	0	0	3.18	1.64	1.97	0.71	0	0.44	0	0.35	
PVP01_0003910	PVP01_0003910.1	0.68	0	0.6	0	0	1.61	0	0	0	0	0	0	0	0	0	
PVP01_0003920	PVP01_0003920.1	0	0	0	0	0	0	0.6	0	0.49	0	0.42	0.42	0	0	0.42	
PVP01_0011020	PVP01_0011020.1	6.23	28.78	20.16	2.09	1.31	0	1.43	8.69	15.82	20.01	7.98	2	0	1.53	1.31	
PVP01_1216500	PVP01_1216500.1	1404.6	1184.07	868.22	786.88	402.61	167.33	221.55	1456.41	1399.58	1113.87	1048.04	807.74	427.97	242.89	314.23	
PVP01_0009770	PVP01_0009770.1	0	0	0.6	0.75	0.63	0	0	0	1.66	2.66	2.38	0.95	1.18	0	0.47	
PVP01_0010580	PVP01_0010580.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0010300	PVP01_0010300.1	0.81	0	0	0	0	0	0	2.04	1.31	0.79	0.56	0	0	0	1.67	
PVP01_0009470	PVP01_0009470.1	0	0	0	0	0	0	0	1.06	0.34	0	0.59	0	0	0	0.58	
PVP01_0011130	PVP01_0011130.1	0.33	1.3	0.29	0	0	0	0.33	0.83	1.06	0.32	0.23	0.92	0.29	0.35	0.23	
PVP01_1219800	PVP01_1219800.1	3.73	0.88	1.31	8.14	92.16	97.22	210.89	20.99	16.51	2.9	4.14	66.29	153.64	189.15	85.01	
PVP01_1220100	PVP01_1220100.1	16.26	89.2	250.75	159.72	94.2	66.1	82.56	23.93	50.06	194.11	310.73	148.12	91.7	65.1	62.86	
PVP01_1220200	PVP01_1220200.1	3.05	0.69	5.74	118.58	878.99	184.69	578.39	246.71	3.16	1.27	28.47	442.68	565.32	317.84	138.01	
PVP01_0008450	PVP01_0008450.1	5.58	5.15	1.63	3.05	1.27	0.73	0.92	0	0.37	1.35	0	0.32	0	0	0	
PVP01_1220900	PVP01_1220900.1	74.86	48.58	11.76	1.22	2.55	5.27	5.54	51.02	40.04	22.79	6.98	3.49	5.79	4.75	20.27	
PVP01_0010500	PVP01_0010500.1	1.86	3.24	4.25	2.44	0.34	1.46	0.74	4.66	3.3	5.43	3.88	3.11	2.58	6.34	6.38	
PVP01_1222500	PVP01_1222500.1	13.19	6.78	5.49	2.7	31.87	55.28	84.89	6.6	10.22	3.84	3.78	21.18	56.1	83.79	55.64	
PVP01_1222600	PVP01_1222600.1	4.28	8.33	4.04	1.08	1.8	2.33	2.61	3.91	7.96	5.44	1.83	1.14	3.41	6.65	8.79	
PVP01_0007010	PVP01_0007010.1	3.26	3.09	0.57	0	0	1.02	0	0	1.05	0.63	0	0	0	0	0	
PVP01_0007060	PVP01_0007060.1	1.76	0.93	1.03	0.64	0	0	0.58	6.96	2.36	3.41	1.22	3.66	2.53	2.49	4.01	
PVP01_0009630	PVP01_0009630.1	0	0.62	1.38	0.43	0.72	0	0.39	1.23	2.21	0.38	0.27	0.27	0.68	0.84	0.54	
PVP01_0009640	PVP01_0009640.1	0.94	0	0.41	0	0	0.37	0	1.17	0.76	0	0.65	1.63	0	0	0.32	
PVP01_0003390	PVP01_0003390.1	0	0	0	0	0.61	0	0.67	0.42	0	0	1.87	1.87	1.74	0.71	0	
PVP01_0003400	PVP01_0003400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0003440	PVP01_0003440.1	7.57	2.72	2.41	2.25	1.26	1.62	1.37	0.43	2.22	0.67	0.48	0.96	0.59	2.93	2.83	
PVP01_0003510	PVP01_0003510.1	0	0.92	0	0	0	0	0	0.37	0.47	0	0.81	0.41	0.5	0	0	
PVP01_1227300	PVP01_1227300.1	183.35	78.22	66.51	54.83	87.96	490.36	215.83	75.41	91.01	80	67.3	70.82	147.97	251.09	400.32	
PVP01_0007190	PVP01_0007190.1	0	0.96	0	0	0	0	0	0.38	0.49	0	0	0	0	0	0.41	
PVP01_1230500	PVP01_1230500.1	6.7	20.67	94.94	152.94	132.38	36.59	51.89	75.69	16.2	64.78	142.19	189.03	136.67	66.31	42.23	
PVP01_0007910	PVP01_0007910.1	4.36	5.3	5.88	2.93	1.53	3.95	1.33	7.55	6.21	14.65	6.05	4.19	3.76	7.49	8.95	
PVP01_1230800	PVP01_1230800.1	30.79	55.22	59.11	47.32	18.72	6.74	9.42	35.93	45.64	52.07	51.05	33.94	16.54	6.52	9.75	
PVP01_1230900	PVP01_1230900.1	227.19	138.21	126.95	216.99	608.93	605.69	714.44	205.51	98.2	101.12	125.25	318.66	467.07	553.13	453.69	
PVP01_0008130	PVP01_0008130.1	0	0	0	0	0	0	0	0	0	0.69	0.99	0	0	0	0	
PVP01_1231100	PVP01_1231100.1	42.87	45.26	60.36	172.48	200.34	39.32	87.25	123.7	32.25	50.44	116	199.71	124.34	59.23	45.63	
PVP01_0008160	PVP01_0008160.1	0	0	0	0	0	0	0	1.53	1.32	1.59	2.27	0	0	0	0	
PVP01_0009130	PVP01_0009130.1	0	0	0	0	0	0	0	0.37	0.96	0	0	0	0	0.63	0	
PVP01_0007490	PVP01_0007490.1	0	0	0	0	0	0	0	1.38	0.89	1.07	0	0	0.95	0	0	
PVP01_1232500	PVP01_1232500.1	34.74	33.79	36.66	45.75	29.9	27.15	28.12	31.37	36.67	28.7	38.57	36.92	31.45	32.5	24.51	
PVP01_0007540	PVP01_0007540.1	2.02	3.58	1.33	0.55	2.3	3.96	2.5	1.26	2.03	0.98	0.35	0.35	0.44	3.21	0.69	
PVP01_1233000	PVP01_1233000.1	28.62	23.77	16.59	12.44	5.09	13.71	9.14	17.14	19.72	17.66	14.31	6.23	9.01	12.12	14.61	
PVP01_1234100	PVP01_1234100.1	10.78	67.22	108.12	80.17	42.87	31.96	37.75	30.54	54.89	95.43	112.57	66.84	52.73	35.49	36.92	
PVP01_1236100	PVP01_1236100.1	31.27	48.31	52.83	35.08	17.27	21.18	16.23	27.1	39.51	47.92	33.86	16.94	11.65	16.17	18.27	
PVP01_0010880	PVP01_0010880.1	68.1	38.07	13.65	4.78	4.88	26.36	8.69	35.3	30.55	27.87	15.87	11.49	13.03	19.14	25.31	
PVP01_0010490	PVP01_0010490.1	0	0.45	0.5	0.62	0	0.45	0	1.07	1.84	8.33	3.97	1.99	1.98	4.26	5.48	
PVP01_1237000	PVP01_1237000.1	76.77	103.47	123.41	73.05	32.31	72.66	39.06	74.49	97.48	105.13	96.34	52.63	38.26	59.66	55.93	
PVP01_1237300	PVP01_1237300.1	19.49	19.26	12.14	8.68	10.06	23.16	17.56	11.39	16.11	15.69	10.33	10.51	11.74	20.73	18.97	
PVP01_0003930	PVP01_0003930.1	3.28	4.04	1.92	2.79	1	1.72	0.72	2.28	1.18	0.71	2.03	0.76	0.95	0.39	0.5	
PVP01_1238700	PVP01_1238700.1	161.55	201.29	180.68	154.75	182.93	76.31	125.83	197.21	196.2	168.43	161.08	177.39	155.03	111.84	105.51	
PVP01_1239300	PVP01_1239300.1	44.08	54.26	56.09	48.11	38.42	22.06	27.87	56.36	47.11	56.06	54.16	46.32	44.14	28.21	32.85	
PVP01_1240600	PVP01_1240600.1	12.71	8.38	7.19	8.45	17.9	44.71	30.82	7.39	8.96	9.64	13.31	11.49	17.86	20.87	30.94	
PVP01_0004200	PVP01_0004200.1	0	1.17	0.43	0	0.45	0	0	0	0.4	0.48	0.68	0.68	0.43	0.52	0	
PVP01_0010460	PVP01_0010460.1	8.46	2.68	2.97	1.85	0	2.66	1.68	11.65	16.36	27.95	9.4	11.76	4.39	3.6	6.95	
PVP01_1241200	PVP01_1241200.1	10.35	2.11	9.37	38.27	35.32	48.51	43.4	10.44	9.95	10.38	30.13	22.72	30.28	30.89	46.18	
PVP01_1241900	PVP01_1241900.1	101.62	78.42	60.18	24.44	12.08	19.67	9.08	74.86	92.1	82.78	54.16	21.74	17.06	19.46	32.97	
PVP01_0009310	PVP01_0009310.1	0	0.89	0	0	0	0.44	0	0.35	0	0	0	0	0	0	0	
PVP01_0009320	PVP01_0009320.1	16.26	11.1	9.07	6.45	1.35	4.64	0.73	0.46	1.49	0	0.77	0.51	0.96	0.79	0.51	
PVP01_1242600	PVP01_1242600.1	37.62	36.6	41.44	29.48	14.96	35.23	26.32	38.31	48.16	44.96	38.84	26.8	26.25	25.65	45.9	
PVP01_0009330	PVP01_0009330.1	9.37	8.89	12.92	2.92	2.2	7.15	5.85	1.17	0.43	2.6	1.67	0.19	0.23	0.85	1.1	
PVP01_1242900	PVP01_1242900.1	8.07	9.11	8.09	8.81	218.07	93.24	222.71	74.99	11.54	8.8	8.92	123.97	258.75	180.21	98.88	
PVP01_0006740	PVP01_0006740.1	0	3.15	1.75	0	0	0	5.93	3.74	1.6	0	8.3	1.38	0	0	4.09	
PVP01_1243900	PVP01_1243900.1	18.23	26.65	27.37	16.66	7.9	3.4	4.3	23.09	31.74	29.87	24.99	16.77	8.07	7.75	8.74	
PVP01_0006770	PVP01_0006770.1	0	0.51	0	4.58	4.12	2.54	2.89	2.02	0.26	1.25	3.59	5.83	3.91	1.72	3.1	
PVP01_1244100	PVP01_1244100.1	31.28	58.27	121	165.59	111.79	76.07	76.12	52.01	70.06	114.45	192.49	157.45	92.55	56.06	68.95	
PVP01_1244200	PVP01_1244200.1	3.22	15.77	10.72	4.57	8.81	26.54	16.61	5.44	10.88	17.19	7.15	5.36	11.12	17.11	21.15	
PVP01_0006800	PVP01_0006800.1	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_1244900	PVP01_1244900.1	87.8	121.95	116.03	64.12	32.26	15.25	21.78	85.54	108.09	105.66	83.1	44.63	27.15	17.13	26.27	
PVP01_1245100	PVP01_1245100.1	232.45	120.83	91.94	93.77	152.09	733.19	335.95	99.57	87.49	82.19	72.79	122.83	193.15	267.36	458.42	
PVP01_0002830	PVP01_0002830.1	0	0	0	0	0	0	0	0.61	0.78	1.88	0	0.34	0	1.03	0	
PVP01_1245700	PVP01_1245700.1	14.64	7.71	9.62	11.18	28.25	25.1	26.38	19.22	8.45	6.87	12.02	21.51	27.18	24.64	26.72	
PVP01_1245900	PVP01_1245900.1	14.16	56.44	84.74	77.27	40.42	13.05	25.04	46.59	59.98	56.19	94.87	58.14	37.75	23.57	18.54	
PVP01_1246300	PVP01_1246300.1	2.78	2.28	2.26	3.04	3.81	3.43	4.93	3.91	1.6	1.45	2.55	2.69	3.6	1.8	4.69	
PVP01_0002990	PVP01_0002990.1	1.18	0.93	0	0	0	0	0	1.84	0	0	0.41	0	0	0	0	
PVP01_1247900	PVP01_1247900.1	134.05	147.56	144.67	131.55	52.12	23.11	26.22	110.19	139.6	136.22	131.84	90.41	55.3	27.42	38.24	
PVP01_1248800	PVP01_1248800.1	63.12	172.36	249.07	203.56	78.5	60.84	74.02	104.09	175.59	231.26	199.18	119.56	52.05	45.77	62.86	
PVP01_0009530	PVP01_0009530.1	0	0.72	0.79	0	0	0	0	1.13	0	0	1.26	0.63	0.78	0	0.62	
PVP01_0003060	PVP01_0003060.1	0.57	0	0	0	0	0	0	9.02	4.32	3.02	3.14	0.59	0.73	1.2	2.9	
PVP01_1250300	PVP01_1250300.1	9.6	44.13	70.53	51.11	20.8	13.67	16.08	13.52	37.22	75.78	76.26	30.02	16.59	9.58	13.15	
PVP01_0003080	PVP01_0003080.1	0	0.45	0	0	0	0	0	1.43	0.92	1.67	2.38	0	0	0	0	
PVP01_1250600	PVP01_1250600.1	36.38	71.6	57.62	21.07	8.8	10.2	8.1	45.75	75.33	63.81	38.4	14.44	11.54	16.19	14.49	
PVP01_1250900	PVP01_1250900.1	2.3	0.81	1.57	66.25	151.82	31.58	89.71	56.07	4.54	0.75	19.56	128.59	116.36	58.83	25.95	
PVP01_0003160	PVP01_0003160.1	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0	
PVP01_1252600	PVP01_1252600.1	484.22	471.35	319.76	77.8	30.61	146.29	140.22	426.66	532.58	460.77	213.03	78.57	122.25	233.14	228.54	
PVP01_1252700	PVP01_1252700.1	2.55	0.93	1.38	10.07	22.39	6.17	13.45	10.56	1.27	1.53	5.18	20.87	16.62	10.03	7.13	
PVP01_1253000	PVP01_1253000.1	39.02	37.72	36.68	40.14	23.3	20.95	19.22	43.72	39.33	42.26	50.28	36.46	22.31	17.62	24.99	
PVP01_1253200	PVP01_1253200.1	69.32	100.21	97.25	36.64	22.96	33.24	26.61	69.6	92.54	103.8	68	31.16	25.21	28.52	34.85	
PVP01_1253600	PVP01_1253600.1	43.58	54.59	61.36	43.38	20.41	11.91	11.6	45.54	55.47	56.69	62.98	32.99	16.89	16.42	17.58	
PVP01_1253700	PVP01_1253700.1	41.77	60.82	80.96	45.59	16.04	12.09	13.09	61.88	65.5	55.51	73.26	22.9	20.89	14.03	13.55	
PVP01_0005220	PVP01_0005220.1	0.62	0.24	0.54	0	0	0	0	1.93	2.23	1.2	1.28	0.86	0.53	0.66	0.21	
PVP01_1255300	PVP01_1255300.1	57.06	41.34	98.4	270.93	271.48	272.62	173.64	76.74	48.25	60.95	217.87	274.1	216.88	151.71	187.53	
PVP01_0005350	PVP01_0005350.1	0	2.23	0	0	0	0	0	5.29	2.27	8.22	1.96	0	2.44	0	0	
PVP01_1255600	PVP01_1255600.1	43.4	34.51	40.53	57.04	40.93	21.74	20.4	27.73	30.62	35.36	53.16	55.61	33.31	21	21.89	
PVP01_0005410	PVP01_0005410.1	4.39	2.84	2.1	0.44	2.55	0.94	0.4	3.75	4.18	3.1	2.22	0.55	0.69	0	2.19	
PVP01_0005450	PVP01_0005450.1	0.67	1.06	0	0	0	0	0	0.84	0.54	0	0	0.47	0.58	0	1.38	
PVP01_1257700	PVP01_1257700.1	116.29	83.95	84.88	79.12	39.95	220.66	171.45	73.83	127.85	104.63	93.35	63.42	101.77	194.01	160.88	
PVP01_0007790	PVP01_0007790.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_1258600	PVP01_1258600.1	79.67	87.35	67.69	30.95	12.83	12.51	7.8	73.27	86.82	77.97	55.02	18.54	13.59	14.09	21.4	
PVP01_1259000	PVP01_1259000.1	78.2	64.33	34.35	9.52	5.93	9.24	8.79	45.97	49.27	45.83	20.08	10.38	8.37	8.54	16.02	
PVP01_1259400	PVP01_1259400.1	269.44	132.69	100.19	123.18	142.81	855.29	338.75	105.01	102.24	119.18	94.01	112.67	216.91	399.07	615.24	
PVP01_1259700	PVP01_1259700.1	37.45	121.97	190.47	127.54	40.99	52.94	53.51	33.73	103.74	173.12	186.16	68.67	31.06	23.9	47.18	
